Election_ID,State,Constituency_Code,Constituency_Name,Round,Last_Updated_Time,Candidate_Name,Party,Gender,Age,Education,Criminal_Cases,Assets_Cr,Liabilities_Cr,Campaign_Spending_Cr,Social_Media_Followers,Speech_Sentiment,Popularity_Score,Historical_Win_Rate,Registered_Voters,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Vote_Surge_Score,Constituency_Volatility,Independent_Candidate_Count,Voter_Turnout,Urban_Voter_Ratio,Rural_Voter_Ratio,Postal_Vote_Ratio,Fraud_Risk_Score,Anomaly_Score,Strategic_Manipulation_Score,Bot_Activity_Flag,Fake_News_Score,Cyber_Attack_Risk,Booth_Capture_Risk,Deepfake_Propagation_Score,Suspicious_Timing_Index,Vote_Injection_Risk,Attack_Type,Defense_Strategy,Adversarial_Pressure,Strategic_Polarization_Index,Influence_Network_Strength,Vote_Change_Per_Round,Late_Round_Surge,Time_Between_Updates_min,Sequential_Risk_Score,EVM_Device_ID,Server_Delay_ms,Network_Failure_Count,Power_Outage_Risk,Noise_Float_1,Noise_Float_2,Noise_Category,Correlated_Noise_Score,Fraud_Proxy_Duplicate,Election_Result,Fraud_Label,Risk_Category
d8d63610-9ddf-474a-9da3-155ca54694b1,Uttar Pradesh,C0173,Alappuzha,5,2024-05-21T15:46:24.810610+05:53,Praneel Wadhwa,Independent,Female,68,Post-Graduate,0,1.67,1.2,0.23,17266,0.4807,0.6445,0.7169,97502,69717,5090,74807,76.72,0.1248,0.1134,5,0.7672,0.3542,0.6458,0.068,0.3514,0.298,0.3009,False,0.2203,0.5567,0.4454,0.1937,0.5903,0.2067,Cyber Intrusion,AI Monitoring,0.9161,0.5864,0.2091,0.004,0.0012,51.2,0.2645,EVM-VP688KMT,234.7,3,0.1625,23.88,37.382,A,0.6732,0.3628,Lost,1,Medium
942fde38-6169-44ea-8f01-775c979e64d9,Gujarat,C0153,Shivpuri,2,2024-04-27T17:46:48.988851+05:53,Nakul Sharma,TMC,Female,44,Doctorate,3,0.57,0.07,0.04,6070,0.8643,0.5249,0.4347,126665,59600,1702,61302,48.4,0.1999,0.1713,2,0.484,0.5882,0.4118,0.0278,0.3302,0.3432,0.3946,True,0.544,0.5229,0.3719,0.6594,0.2238,0.1128,Cyber Intrusion,Multi-layer Encryption,0.8531,0.579,0.1572,-0.0173,0.0,161.7,0.2099,EVM-HT179EPK,256.8,1,0.1642,48.892,57.015,C,0.2078,0.2952,Lost,0,Medium
a0a182ab-6471-435c-8286-ee432ae8eabc,Maharashtra,C0048,Aizawl,3,2024-05-07T08:44:32.593520+05:53,Manthan Prakash,Independent,Male,63,Graduate,1,6.06,3.54,1.83,138031,0.7156,0.6514,0.3407,90663,46658,14022,60680,66.93,0.0076,0.2761,7,0.6693,0.3259,0.6741,0.2311,0.357,0.3317,0.3869,True,0.5503,0.3995,0.368,0.6241,0.1355,0.2792,Cyber Intrusion,Network Firewall,0.793,0.5148,0.1788,-0.0166,0.0,120.2,0.2422,EVM-XF036DIL,204.7,4,0.229,40.333,49.648,C,0.6058,0.4073,Lost,1,Medium
ff816876-e639-437d-be3f-c335035fb0ca,Jharkhand,C0414,Chapra,6,2024-05-26T13:57:15.518507+05:53,Darika Bir,CPM,Male,46,Graduate,4,0.3,0.11,0.07,32067,0.5719,0.4643,0.4572,57125,36042,1236,37278,65.26,0.0387,0.0696,9,0.6526,0.2202,0.7798,0.0332,0.4231,0.4161,0.3782,True,0.5913,0.2892,0.3498,0.6515,0.5189,0.207,Cyber Intrusion,Media Fact-Check,1.0,0.698,0.6479,-0.0346,0.1232,15.5,0.4077,EVM-WL347CFG,325.9,1,0.1775,97.815,25.868,C,0.6253,0.3787,Lost,0,Medium
124e8058-4fab-4e4a-9a3a-5b798eb668e4,West Bengal,C0061,Jorhat,6,2024-05-26T22:09:04.210585+05:53,Jason Sharma,SAD,Male,45,12th Pass,3,6.4,1.66,0.5,233935,0.3657,0.5403,0.142,135978,51420,27423,78843,57.98,0.1308,0.1756,4,0.5798,0.6011,0.3989,0.3478,0.3431,0.2925,0.4173,False,0.2464,0.5372,0.3765,0.1681,0.5941,0.4521,Cyber Intrusion,AI Monitoring,1.0,0.707,0.1011,-0.0232,0.1898,29.3,0.3534,EVM-VV986EBQ,307.0,2,0.2447,55.521,49.441,E,0.0441,0.1915,Won,0,Medium
e4f55715-7ec2-4f8a-8b93-dd6eccdf55a6,Uttar Pradesh,C0435,Bhubaneswar,3,2024-05-07T15:21:58.477747+05:53,Zashil Yogi,JDU,Female,47,Post-Graduate,0,11.5,3.61,2.1,63954,,0.7035,0.3143,165709,119151,10361,129512,78.16,0.1176,0.2257,6,0.7816,0.561,0.439,0.08,0.272,0.2166,0.2298,False,0.2222,0.3708,0.4678,0.1707,0.15,0.1769,Cyber Intrusion,,0.893,0.5819,0.1838,0.0207,0.0,34.2,0.1365,EVM-UP425HPA,181.8,5,0.1105,65.058,60.518,B,0.0,0.2745,Lost,0,Medium
c3849c5f-e29c-4706-a5db-b51b3db36e5d,Bihar,C0210,Thrissur,6,2024-05-26T15:11:19.765694+05:53,Rachita Mani,NCP,Male,63,Graduate,0,2.47,0.58,0.58,19065,0.3176,0.4454,0.3063,40000,28375,238,28613,71.53,0.0723,0.3312,4,0.7153,0.5284,0.4716,0.0083,0.411,0.3559,0.372,False,0.3565,0.5335,0.5609,0.2205,0.5455,0.1786,Cyber Intrusion,AI Monitoring,1.0,0.744,,-0.0257,0.017,91.0,0.3505,EVM-QS963UVY,253.5,2,0.2064,65.243,48.762,C,0.2741,0.547,Won,1,Medium
b39e1da3-09fe-477d-b906-4628838147a7,Haryana,C0236,Anand,1,2024-04-19T07:00:15.542727+05:53,Pavani Bhattacharyya,INC,Female,46,Graduate,0,0.22,0.14,0.04,2224,0.4028,0.6071,0.2732,59258,47963,838,48801,82.35,0.1596,0.0234,1,0.8235,0.2029,0.7971,0.0172,0.2827,0.1569,0.1573,False,0.1298,0.293,0.492,,0.2032,0.1364,Cyber Intrusion,Multi-layer Encryption,0.7809,0.6288,0.1062,0.0232,0.0,44.4,0.0918,EVM-WM109HFK,276.2,3,0.1805,53.975,56.585,C,0.3437,0.2551,Won,0,Medium
5da82f49-376b-4b6f-a45f-91ba7817fc06,Rajasthan,C0441,Gandhinagar,5,2024-05-21T08:05:50.673017+05:53,Tejas Bhatia,NCP,Male,47,Post-Graduate,2,9.14,2.05,1.15,294830,0.1621,0.6193,0.1859,136482,98396,8670,107066,78.45,0.1398,0.226,3,0.7845,0.3309,0.6691,0.081,0.3328,0.2913,0.2426,False,,0.4658,0.4612,0.1431,0.5714,0.1302,Cyber Intrusion,Network Firewall,1.0,0.6895,0.1482,-0.0251,0.0557,26.7,0.2618,EVM-BZ047VFG,249.9,2,0.3652,12.707,49.551,B,0.4465,0.4686,Won,0,Medium
5c0aae96-7f02-4942-8fff-e22cee7687ab,Karnataka,C0091,Gangtok,1,2024-04-19T16:48:17.131388+05:53,Anya Sagar,RJD,Male,43,12th Pass,0,1.81,0.38,0.17,16635,0.7169,0.6873,0.6328,174521,118007,9973,127980,73.33,,0.169,4,0.7333,0.7774,0.2226,0.0779,0.1375,0.1331,0.1946,False,0.1642,0.393,0.5258,0.159,0.1263,0.0899,Cyber Intrusion,Multi-layer Encryption,0.8681,0.5558,0.1906,-0.0469,0.0,17.4,0.0828,EVM-FF221FJH,152.1,6,0.3401,23.067,31.71,E,0.2281,0.1645,Won,0,Medium
b8f3404f-5362-475e-82f3-8ffd5529ed44,Tamil Nadu,C0046,Bijapur,4,2024-05-14T01:22:04.776191+05:53,Nakul Bera,AAP,Male,45,10th Pass,5,3.52,1.54,0.44,19949,0.4802,0.5599,0.3412,127919,87318,4374,91692,71.68,0.0485,0.3369,4,0.7168,0.2769,0.7231,0.0477,0.2373,0.1823,0.2306,False,0.1442,0.2903,0.3099,0.1269,0.1033,0.126,Cyber Intrusion,Network Firewall,1.0,0.6688,0.4529,0.0011,0.0,36.4,0.1067,EVM-JB441NJI,223.8,0,0.1478,40.047,43.465,A,0.4364,0.246,Won,0,Low
b339dde7-4cad-43e8-bdbc-acdd1497e360,Maharashtra,C0001,Nagaon,1,2024-04-19T15:25:05.409625+05:53,Advika Badami,CPM,Female,35,Post-Graduate,0,12.38,4.22,2.11,23913,0.3331,0.5403,0.509,117535,59756,7935,67691,57.59,0.096,0.2581,3,0.5759,0.5024,0.4976,0.1172,0.2193,0.2026,0.306,False,0.2208,0.4877,0.5137,0.1795,0.2038,0.1772,Cyber Intrusion,Multi-layer Encryption,0.769,0.4815,0.4394,0.0023,0.0,75.5,0.0914,EVM-OT640ZKC,522.9,2,0.0799,44.765,61.727,B,0.7141,0.1212,Lost,0,Low
f49a1848-36e0-41ee-afee-0be19ff24e0f,Jharkhand,C0367,Bijapur,7,2024-06-02T06:10:10.469141+05:53,Amaira Mohan,RJD,Female,43,12th Pass,0,0.19,0.08,0.03,14616,0.5352,0.6629,0.4253,92872,35812,18919,54731,58.93,0.0958,0.6144,6,0.5893,0.4483,0.5517,0.3457,0.3553,0.3596,0.3252,False,0.3321,0.4365,0.579,0.1878,0.5173,0.4818,Cyber Intrusion,,1.0,0.6584,0.3838,0.0225,0.0171,129.2,0.3453,EVM-IL166LNM,295.3,3,0.1052,31.237,70.646,D,0.2796,0.2431,Won,1,Medium
5bec45e4-76f8-4ba7-a9f9-1fb17fb1cf98,Tamil Nadu,C0212,Shimla,4,2024-05-13T18:31:46.052697+05:53,Jalsa Borra,DMK,Male,37,Below 10th,4,0.29,,0.08,62581,0.7034,0.5467,0.6348,269429,187479,8130,195609,72.6,0.068,0.3701,9,0.726,0.209,0.791,0.0416,0.2161,0.1642,0.1294,False,0.1038,0.2528,0.4021,0.057,0.0961,0.0904,Cyber Intrusion,CCTV Deployment,0.9109,0.6287,0.1277,0.0171,0.0,85.7,0.1195,EVM-QS712FZO,147.1,1,0.1038,23.799,57.853,D,0.3318,0.3293,Lost,1,Low
13781bf6-4917-463d-a5b6-1a93f94e9921,Kerala,C0025,Srikakulam,3,2024-05-08T04:09:27.990763+05:53,Nitesh Vyas,SAD,Male,62,Graduate,1,0.96,0.2,0.2,4986,0.4537,0.571,0.173,123646,67997,4821,72818,58.89,,0.141,11,0.5889,0.3914,0.6086,0.0662,0.2035,0.238,0.2168,True,0.5117,0.085,0.1915,0.559,0.0633,0.0992,Cyber Intrusion,AI Monitoring,0.8751,0.5879,0.2779,0.0008,0.0,29.6,0.2127,EVM-CA201SHS,414.6,0,0.074,57.955,88.753,E,0.216,0.2034,Won,0,Medium
91606254-e8e1-4d62-917d-22a9c0e371da,Bihar,C0350,Phusro,2,2024-04-26T10:56:00.419029+05:53,Isha Ray,BSP,Male,46,Graduate,0,4.92,1.51,1.61,48936,0.6211,0.6727,0.4487,111073,79715,3709,83424,75.11,0.0958,0.2547,9,0.7511,0.2488,0.7512,0.0445,0.3064,0.2294,0.3276,False,0.3304,0.501,0.4451,0.1872,0.1804,0.188,Cyber Intrusion,Rapid Response Team,0.8621,0.5344,0.4275,0.035,0.0,34.6,0.147,EVM-RP089UNS,193.1,0,0.6007,15.37,39.271,B,0.8037,0.0527,Won,0,Medium
d0784a7d-d8bd-40c3-907f-c009acbf1f3f,Jharkhand,C0373,Rourkela,1,2024-04-19T00:38:03.140787+05:53,Libni Pillay,INC,Male,38,Graduate,7,0.22,0.04,0.06,58215,0.2623,0.4457,0.3165,65446,26184,3389,29573,45.19,0.2246,0.3547,4,0.4519,0.3406,0.6594,0.1146,0.3078,0.2315,0.2877,False,0.3143,0.4838,0.4815,0.1591,0.2057,0.2093,Cyber Intrusion,AI Monitoring,0.7915,0.5551,0.5587,-0.0098,0.0,24.1,0.1353,EVM-US069NWD,274.3,2,0.2961,72.437,28.744,E,0.5134,0.2433,Lost,0,Medium
f162f5ac-ecf3-441a-b5ca-6daee847a6fc,Andhra Pradesh,C0063,Sambhal,3,2024-05-08T17:28:49.909881+05:53,Vedika Bava,YSRCP,Female,52,12th Pass,0,1.16,0.2,0.21,19150,0.4423,0.5834,0.3745,102792,69554,5497,75051,73.01,0.0614,0.4658,0,0.7301,0.2321,0.7679,0.0732,0.3481,0.4149,0.4361,True,0.5744,0.7053,0.4119,0.7122,0.282,0.1213,Cyber Intrusion,AI Monitoring,0.8548,0.6002,0.11,0.0109,0.0,30.5,0.3218,EVM-MA690QHE,319.2,2,0.4211,99.701,58.479,D,0.1432,0.4732,Lost,0,Medium
c29ebb1c-2d54-42e4-abf9-a2400feda5df,Uttar Pradesh,C0513,Nellore,2,2024-04-27T15:39:35.390063+05:53,Aarav Sangha,TRS,Male,39,Graduate,0,2.19,0.46,0.81,48304,0.5123,0.6709,0.1888,88730,56649,11452,68101,76.75,0.1136,0.2847,4,0.7675,0.3027,0.6973,0.1682,0.3363,0.2609,0.3419,False,0.2634,0.5296,0.4913,,0.2782,0.2858,Cyber Intrusion,AI Monitoring,0.8176,0.5919,0.3612,0.0188,0.0,36.2,0.1814,EVM-UC966MIU,295.0,2,0.2415,67.93,17.815,D,0.3155,0.2983,Won,1,Medium
5a279555-ded3-4c81-b13f-86f28c00d7b2,Andhra Pradesh,C0358,Dibrugarh,2,2024-04-27T15:13:12.105053+05:53,Vasudha Batra,TMC,Female,64,Below 10th,2,2.8,0.28,0.79,71664,0.2655,0.597,0.3254,215281,150972,10790,161762,75.14,0.0944,0.2056,5,0.7514,0.4508,0.5492,0.0667,0.3902,0.3172,0.3157,True,0.4655,0.2093,0.588,0.5788,0.0992,0.1129,Cyber Intrusion,Rapid Response Team,0.7734,0.6186,0.3655,-0.0049,0.0,35.4,0.2171,EVM-BM123ZLF,83.2,1,0.0748,23.252,47.341,D,0.5453,0.3549,Lost,0,Medium
2156b281-ab75-4106-9942-c0bd0e8fc01d,Maharashtra,C0273,Buxar,2,2024-04-26T13:25:33.522643+05:53,Qabil Shankar,Independent,Male,72,10th Pass,0,2.07,0.78,0.47,20737,0.6586,0.651,0.6508,139679,75993,9405,85398,61.14,0.0919,0.0964,3,0.6114,0.5241,0.4759,0.1101,0.2253,0.1569,0.1345,False,0.1286,0.1939,0.2371,,0.1276,0.1213,Cyber Intrusion,,0.747,0.5273,0.247,-0.0382,0.0,11.9,0.0914,EVM-DM610OFF,161.0,0,0.0998,49.729,44.76,A,0.1334,0.2377,Won,0,Low
99462f41-8a58-4153-960e-e3f9fedb803c,Haryana,C0522,Hubli–Dharwad,5,2024-05-20T10:49:15.952013+05:53,Janani Lala,SAD,Female,59,Graduate,12,9.13,2.33,2.06,21001,,0.2388,0.1266,154135,121084,13013,134097,87.0,0.2246,0.3748,5,0.87,0.1421,0.8579,0.097,0.2801,0.3158,0.2886,False,0.2742,0.5195,0.3657,0.1789,0.5577,0.1937,Cyber Intrusion,Network Firewall,0.9779,0.6481,0.2526,-0.0191,0.163,69.1,0.3199,EVM-CJ852KIC,347.0,6,0.1836,16.9,56.718,B,0.0,0.3316,Lost,1,Medium
5f344a2d-663c-4d24-b38b-52a71a51e681,Gujarat,C0016,Mysore,5,2024-05-21T02:35:28.361496+05:53,Chatresh Dash,TRS,Male,54,Post-Graduate,0,1.09,0.04,0.15,35460,0.3229,0.4898,0.3872,352166,163507,24988,188495,53.52,0.161,0.1235,5,0.5352,0.2441,0.7559,0.1326,0.1995,0.1853,0.1747,False,0.1753,0.1936,0.3014,0.0623,0.4455,0.1508,Cyber Intrusion,Media Fact-Check,1.0,0.6159,0.3871,0.0124,0.0071,16.4,0.1855,EVM-XE490TRS,211.7,1,0.4612,70.31,50.056,A,0.3222,0.2326,Lost,0,Medium
4426c4f5-dddc-4222-9d6d-d06370bf94c9,Maharashtra,C0368,Chandigarh,3,2024-05-07T19:36:42.987741+05:53,Peter Nori,BSP,Male,41,10th Pass,8,15.35,7.64,5.81,9717,0.4965,0.5489,0.6278,195394,95109,13733,108842,55.7,0.1178,0.1107,7,0.557,0.1259,0.8741,0.1262,0.3542,0.3418,0.4217,True,0.512,0.6777,0.2758,0.6866,0.236,0.1405,Cyber Intrusion,Media Fact-Check,1.0,0.6152,0.5185,-0.069,0.0,76.2,0.219,EVM-HB488NGA,633.0,2,0.3217,96.275,67.249,C,0.3231,0.2583,Lost,0,Medium
b9033fd0-5bbb-48fa-a7b6-43caf278667a,Gujarat,C0253,Jaunpur,2,2024-04-27T16:22:00.775581+05:53,Harshil Dasgupta,SAD,Male,29,Graduate,10,1.03,0.08,0.38,17756,0.7981,0.5618,0.394,258790,124824,5462,130286,50.34,0.2,0.2697,4,0.5034,0.1969,0.8031,0.0419,0.2505,0.2797,0.2441,True,0.3954,0.182,0.2467,0.5595,0.1039,0.1111,Cyber Intrusion,Multi-layer Encryption,0.8044,0.5972,0.2516,-0.0073,0.0,86.5,0.1664,EVM-YW803QUY,220.6,1,0.0874,44.462,72.426,C,0.442,0.3061,Lost,0,Medium
444310f2-0191-40bb-a5e6-fe3cedd63e66,Rajasthan,C0065,Mangalore,7,2024-06-01T13:24:43.397642+05:53,Tanay Bail,AAP,Male,41,Post-Graduate,1,7.94,0.58,3.07,85147,0.4938,0.6723,0.5065,120832,99292,6952,106244,87.93,0.2277,0.0137,9,0.8793,0.1425,0.8575,0.0654,0.2753,0.2162,0.2493,False,0.1972,0.3566,0.2379,0.0826,0.5382,0.1913,Cyber Intrusion,Network Firewall,1.0,0.6661,0.4639,0.0327,0.0394,73.4,0.2035,EVM-EJ444SSR,509.3,3,0.3854,35.302,41.11,D,0.1857,0.4087,Won,0,Low
a8a5ef12-9ac0-46f5-bf4d-fce4e667a9e4,Karnataka,C0425,Kollam,5,2024-05-20T05:55:58.496728+05:53,Ekantika Tailor,RJD,Female,41,10th Pass,0,7.42,3.83,0.99,10599,0.4782,0.6089,0.35,128561,88835,10790,99625,77.49,0.1794,0.6565,3,0.7749,0.8285,0.1715,0.1083,0.2097,0.2894,0.1709,False,0.1635,0.3684,0.4221,0.0811,0.5125,0.1563,Cyber Intrusion,Network Firewall,1.0,0.5845,0.2997,0.002,0.0417,53.6,0.2706,EVM-BS093OLB,317.2,1,0.2351,38.485,29.884,E,0.2741,0.2037,Lost,1,Medium
08b6e803-8b36-4dc2-bc4a-a77ceb2c1c23,Maharashtra,C0028,Hazaribagh,1,2024-04-20T00:34:08.070524+05:53,Tanay Kar,Independent,Male,37,Graduate,0,1.17,0.39,0.38,1342,0.4568,0.6053,0.455,190020,107600,3849,111449,58.65,0.1362,0.3249,3,0.5865,0.4587,0.5413,0.0345,0.3484,0.3317,0.342,True,0.4438,0.3096,0.5594,0.5628,0.1457,0.1104,Cyber Intrusion,Network Firewall,0.7732,0.5413,0.1376,-0.0286,0.0,47.8,0.1654,EVM-AB085TYF,104.9,1,0.1652,41.826,33.069,A,0.0,0.4231,Lost,0,Medium
b774fbdb-bb21-45ea-9c28-29d8896416b5,Rajasthan,C0044,Guntakal,6,2024-05-26T03:34:50.061798+05:53,Utkarsh Sabharwal,Independent,Male,51,Post-Graduate,0,18.19,4.81,4.32,26599,0.4095,0.5809,0.516,113480,98107,1851,99958,88.08,0.2375,0.2424,2,0.8808,0.6461,0.3539,0.0185,0.3825,0.4034,0.3321,True,0.4407,0.2049,0.3393,0.6182,0.4873,0.2287,Cyber Intrusion,AI Monitoring,1.0,0.6671,0.5162,-0.0007,0.0546,140.4,0.4154,EVM-XA542GML,197.3,2,0.0905,91.414,62.186,B,0.428,0.3142,Lost,1,High
f91ad97a-029f-4fb6-8ddd-066c6616eeb5,Jharkhand,C0198,Dewas,5,2024-05-20T03:10:20.912867+05:53,Gaurav Chadha,Independent,Female,61,Post-Graduate,0,5.45,1.95,0.75,4009,0.8435,0.5949,0.6892,125849,54692,1183,55875,44.4,0.2655,0.0726,5,0.444,0.3526,0.6474,0.0212,0.5895,0.5016,0.5308,True,0.6037,0.6626,0.9011,0.714,0.6278,0.208,Cyber Intrusion,Multi-layer Encryption,1.0,0.6831,0.152,0.0231,0.2605,165.1,0.5089,EVM-RC633OGT,281.2,0,0.1252,71.373,57.846,B,0.6883,0.4973,Won,1,High
2cc92bac-4a55-4f81-a34c-60f5357c562d,Bihar,C0156,Siliguri,4,2024-05-14T22:12:02.212567+05:53,Saanvi Suresh,INC,Male,30,Graduate,0,1.8,0.29,0.59,31707,0.3582,0.6395,0.4443,205433,137814,4767,142581,69.41,0.0288,0.1558,5,0.6941,0.791,0.209,0.0334,0.2966,0.2114,0.286,False,0.2828,0.5257,0.6814,0.2175,0.1923,0.169,Cyber Intrusion,Media Fact-Check,0.9315,0.6435,0.2123,-0.0103,0.0,22.6,0.1648,EVM-YH139GHR,259.0,5,0.1017,93.662,43.858,C,0.3765,0.2979,Won,0,Medium
5834b3c0-263c-4324-864b-10d8ea45b592,Maharashtra,C0215,Mysore,7,2024-06-02T08:42:52.484668+05:53,Rudra Kurian,DMK,Male,41,Doctorate,0,0.68,0.31,0.16,40306,0.88,0.6868,0.6092,168728,107539,6016,113555,67.3,0.005,0.3544,4,0.673,0.6204,0.3796,0.053,0.2733,0.267,0.2039,False,0.151,0.2406,0.3637,0.1288,0.4765,0.0937,Cyber Intrusion,Network Firewall,1.0,0.6209,0.3016,-0.0413,0.2342,40.8,0.2985,EVM-NH192QTQ,321.3,2,0.0504,21.571,50.88,A,0.4548,0.2877,Lost,1,Medium
9f51ab89-b823-4d77-a03c-e0a475946054,Uttar Pradesh,C0204,Korba,5,2024-05-20T06:59:30.305394+05:53,Indrajit Sarkar,CPM,Male,55,Post-Graduate,0,13.72,5.64,3.43,20395,0.6611,0.5568,0.4847,71597,54474,4601,59075,82.51,0.1568,0.1261,2,0.8251,0.5723,0.4277,0.0779,0.3893,0.3016,0.3366,False,0.3275,0.5178,0.4101,0.1742,0.5528,0.1972,Cyber Intrusion,AI Monitoring,0.987,0.6579,0.2188,,0.0094,23.5,0.3,EVM-HB198FZJ,352.6,1,0.0809,6.452,77.134,C,0.3328,0.3181,Won,1,Medium
19ab8bc0-2dbb-4c59-b225-3a89fc69afe7,Madhya Pradesh,C0063,Durgapur,4,2024-05-13T17:03:30.180870+05:53,Aarush Shroff,AAP,Female,38,10th Pass,3,12.81,5.32,3.29,19427,0.6293,0.5472,0.5629,185015,120397,2472,122869,66.41,0.0131,0.12,3,0.6641,0.3098,0.6902,0.0201,0.4116,0.4253,0.5188,True,,1.0,0.4014,0.8203,0.3229,0.1171,Cyber Intrusion,Network Firewall,1.0,0.7102,0.4042,0.0203,0.0,51.8,0.3349,EVM-XJ194KXP,789.2,4,0.1792,80.648,31.159,D,0.5007,0.4261,Lost,0,Medium
3d358ace-ada9-4375-9ab4-db204c0b8583,Assam,C0001,Machilipatnam,1,2024-04-20T10:47:07.134411+05:53,Girik Panchal,AAP,Male,51,Graduate,6,2.02,0.58,0.18,22240,0.6374,0.5187,0.1505,48566,27795,4164,31959,65.81,0.0269,0.0068,4,0.6581,0.182,0.818,0.1303,0.2461,0.1409,0.2267,False,0.1739,0.3604,0.289,0.1091,0.1276,0.1596,Cyber Intrusion,Multi-layer Encryption,0.6897,0.4371,0.271,0.0097,0.0,,0.0927,EVM-LL951YJW,361.1,2,0.3143,8.626,49.283,A,0.6565,0.2284,Lost,0,Medium
372382f6-6fce-450a-8129-406bbe55d3ef,Uttar Pradesh,C0014,Gorakhpur,6,2024-05-25T19:06:45.130011+05:53,Nathan Mall,BJP,Male,57,Graduate,2,0.48,0.12,0.09,4827,0.418,0.5241,0.4678,106989,75961,4608,80569,75.31,0.0847,0.4561,3,0.7531,0.2434,0.7566,0.0572,0.4733,0.4796,0.4252,True,0.5438,0.4023,0.6177,0.642,0.5252,0.1947,Cyber Intrusion,Multi-layer Encryption,1.0,0.8179,0.2708,-0.0391,0.1158,30.8,0.4741,EVM-NS570JXX,228.0,0,0.1283,79.025,24.662,C,0.1755,0.484,Won,0,Medium
68533944-a459-4763-ba74-e1b700075d7a,Rajasthan,C0475,Davanagere,1,2024-04-19T18:06:57.736829+05:53,Ishita Sarma,Independent,Male,36,Graduate,0,1.53,0.24,,10636,0.5931,0.6193,0.5853,208169,155241,15741,170982,82.14,0.1927,0.2977,3,0.8214,0.4093,0.5907,0.0921,0.6525,0.3223,0.289,True,0.4711,0.2033,0.3465,0.5554,0.1447,0.1735,Cyber Intrusion,Network Firewall,0.811,0.5637,0.2842,0.0199,0.0,54.1,0.1617,EVM-WE631RBW,1456.5,1,0.085,37.236,,C,0.018,0.4277,Won,1,Medium
f9af8dec-37ce-4182-aab4-48d5d4872e0d,Odisha,C0006,Raiganj,6,2024-05-25T06:33:14.800817+05:53,Jack Merchant,JDU,Male,56,Post-Graduate,8,0.08,0.03,0.02,35955,0.6287,0.4798,0.2776,259014,156854,18410,175264,67.67,0.0049,0.1072,2,0.6767,0.4004,0.5996,0.105,0.2316,0.2211,0.1478,False,0.1608,0.2504,0.38,0.1277,0.4343,0.1243,Cyber Intrusion,Network Firewall,0.9704,0.6156,,0.0204,0.0418,76.8,0.2312,EVM-XA142TXT,,0,0.1686,51.314,56.459,C,0.285,0.3481,Lost,0,Medium
932ec83c-82cc-488b-b2f7-641f341faade,West Bengal,C0055,Surendranagar Dudhrej,4,2024-05-14T19:23:00.542013+05:53,Manya Behl,SP,Female,62,Graduate,9,0.73,0.35,0.09,36228,0.4569,0.3547,0.6731,113631,62235,4038,66273,58.32,0.1319,0.4624,4,0.5832,0.5493,0.4507,0.0609,0.3511,0.39,0.3709,True,0.5732,0.4206,0.6085,0.7259,0.1673,0.1582,Cyber Intrusion,Network Firewall,0.9411,0.6445,0.57,-0.0028,0.0,40.2,0.3321,EVM-CF917WBM,254.6,2,0.2543,84.719,45.136,E,0.2025,0.3426,Won,0,Medium
0708d34e-a306-4892-bdd7-c8dec9e9de9b,Odisha,C0376,Morbi,7,2024-06-01T09:37:03.004202+05:53,Om Dani,SAD,Male,49,Post-Graduate,6,1.78,0.61,0.47,62336,0.4788,0.4467,0.2574,78232,46585,3250,49835,63.7,0.0534,0.0759,3,0.637,0.1835,0.8165,0.0652,0.1789,0.2627,0.2025,False,0.2755,0.5826,0.238,0.2279,0.615,0.1002,Cyber Intrusion,Rapid Response Team,1.0,0.6055,0.2615,0.0332,0.0768,41.5,0.2866,EVM-TU019ZIF,211.2,4,0.2752,80.553,33.771,B,0.5037,0.2936,Lost,1,Medium
373ae005-3fca-4097-a6fc-8897a17feeda,Andhra Pradesh,C0037,Siwan,6,2024-05-25T18:56:09.841232+05:53,Abha Varty,BJP,Female,42,10th Pass,0,0.51,0.07,0.04,28552,0.497,0.6378,0.37,190934,138939,4756,143695,75.26,0.0947,0.0699,9,0.7526,0.1821,0.8179,0.0331,0.2644,0.2478,0.263,False,0.1889,0.3664,0.2248,0.1632,0.5305,0.1744,Cyber Intrusion,Biometric Auth,1.0,0.6476,0.1506,0.021,0.0195,37.9,0.2613,EVM-IA560RKG,174.2,3,0.4541,80.118,68.16,D,0.5123,0.276,Lost,0,Medium
56ea36c2-e6ed-4f10-8625-838bfb4ab796,Gujarat,C0124,Maheshtala,4,2024-05-14T05:45:01.275604+05:53,Raghav Balan,JDU,Female,58,Post-Graduate,3,0.71,0.43,0.05,2766,0.2883,0.33,0.4045,79417,37513,1351,38864,48.94,0.1882,0.0594,8,0.4894,0.3855,0.6145,0.0348,0.2873,0.3435,0.4379,True,0.5275,0.6883,0.2268,0.7685,0.2693,0.1494,Cyber Intrusion,Network Firewall,0.9833,0.65,0.211,-0.0252,0.0,74.1,0.3105,EVM-VA280DHW,395.8,3,0.2433,6.375,51.52,A,0.0,0.2405,Won,0,Medium
